ID Φορέα,Φορέας,ID Ειδικού Φορέα,Ειδικός Φορέας,ΚΑΕ,ΚΑΕ λεπτομέρειες,Ψηφ.Προϋπολογισμος 2013,Πληρωμές 2013,Ψηφ.Προϋπολογισμος 2014,Διαμόρφωση 2014,Αυξήσεις 2014,Μειώσεις 2014,Ποσό Διάθεσης 2014,Ποσοστό διάθεσης 2014,Πληρωμές 2014,Εντάλματα 2014
000/33,ΥΠ. ΕΡΓΑΣΙΑΣ. ΚΟΙΝΩΝΙΚΗΣ ΑΣΦΑΛΙΣΗΣ & ΠΡΟ,220,Δαπάνες πρόνοιας,Ξ2551,Επιχορήγηση σε ιδρύματα και εταιρείες προστασίας α,200.00,100.00,200.00,200.00,,,100.00,50.00%,,
000/33,ΥΠ. ΕΡΓΑΣΙΑΣ. ΚΟΙΝΩΝΙΚΗΣ ΑΣΦΑΛΙΣΗΣ & ΠΡΟ,220,Δαπάνες πρόνοιας,Ξ2556,Επιχορήγηση για σκοπούς κοινωνικής αντίληψης από τ,1.000.00,1.000.00,1.000.00,1.000.00,,,500.00,50.00%,,
000/33,ΥΠ. ΕΡΓΑΣΙΑΣ. ΚΟΙΝΩΝΙΚΗΣ ΑΣΦΑΛΙΣΗΣ & ΠΡΟ,220,Δαπάνες πρόνοιας,Ξ2559,Επιχορήγηση σε λοιπά ιδρύματα κοινωνικής πρόνοιας,3.000.00,3.605.20,3.000.00,4.705.00,1.705.00,,3.745.00,79.60%,,
000/33,ΥΠ. ΕΡΓΑΣΙΑΣ. ΚΟΙΝΩΝΙΚΗΣ ΑΣΦΑΛΙΣΗΣ & ΠΡΟ,220,Δαπάνες πρόνοιας,Ξ2561,Επιχορήγηση της Ομοσπονδίας Κωφών Ελλάδος για δαπά,80.00,160.00,80.00,80.00,,,40.00,50.00%,,
000/33,ΥΠ. ΕΡΓΑΣΙΑΣ. ΚΟΙΝΩΝΙΚΗΣ ΑΣΦΑΛΙΣΗΣ & ΠΡΟ,220,Δαπάνες πρόνοιας,Ξ2569,Επιχορήγηση σε λοιπούς οργανισμούς και σχολές κοιν,900.00,,900.00,580.64,,-319.36,493.54,85.00%,,
000/33,ΥΠ. ΕΡΓΑΣΙΑΣ. ΚΟΙΝΩΝΙΚΗΣ ΑΣΦΑΛΙΣΗΣ & ΠΡΟ,220,Δαπάνες πρόνοιας,Ξ2599,Λοιπές επιχορηγήσεις φυσικών ή νομικών,,,5.000.00,0.00,,-5.000.00,0.00,0.00,,
000/33,ΥΠ. ΕΡΓΑΣΙΑΣ. ΚΟΙΝΩΝΙΚΗΣ ΑΣΦΑΛΙΣΗΣ & ΠΡΟ,220,Δαπάνες πρόνοιας,Ξ2731,Επιδόματα πολυτέκνων κ.λπ.,566.000.00,737.700.00,730.000.00,486.000.00,,-244.000.00,243.000.00,50.00%,50.000.00,50.000.00
000/33,ΥΠ. ΕΡΓΑΣΙΑΣ. ΚΟΙΝΩΝΙΚΗΣ ΑΣΦΑΛΙΣΗΣ & ΠΡΟ,220,Δαπάνες πρόνοιας,Ξ2733,Μεταφοράς ατόμων με ειδικές ανάγκες,12.332.83,23.269.02,25.000.00,25.000.00,,,25.000.00,100.00%,,
000/33,ΥΠ. ΕΡΓΑΣΙΑΣ. ΚΟΙΝΩΝΙΚΗΣ ΑΣΦΑΛΙΣΗΣ & ΠΡΟ,220,Δαπάνες πρόνοιας,Ξ2738,Μεταφοράς ατόμων δωρεάν ή με μειωμένο εισιτήριο,1.000.00,2.200.00,1.000.00,1.000.00,,,1.000.00,100.00%,,
000/33,ΥΠ. ΕΡΓΑΣΙΑΣ. ΚΟΙΝΩΝΙΚΗΣ ΑΣΦΑΛΙΣΗΣ & ΠΡΟ,220,Δαπάνες πρόνοιας,Ξ2739,Λοιπά γενικά βοηθήματα και επιδόματα κοινωνι,1.300.00,,1.300.00,8.683.61,10.000.00,-2.616.39,8.683.61,100.00%,4.000.00,4.000.00
000/33,ΥΠ. ΕΡΓΑΣΙΑΣ. ΚΟΙΝΩΝΙΚΗΣ ΑΣΦΑΛΙΣΗΣ & ΠΡΟ,220,Δαπάνες πρόνοιας,Ξ2759,Λοιπές εισοδηματικές ενισχύσεις,,,23.880.58,23.880.58,,,11.940.29,50.00%,,
000/33,ΥΠ. ΕΡΓΑΣΙΑΣ. ΚΟΙΝΩΝΙΚΗΣ ΑΣΦΑΛΙΣΗΣ & ΠΡΟ,220,Δαπάνες πρόνοιας,Ξ2761,"Χρηματοδότηση για την υλοποίηση του Προγράμματος ""Βοήθεια στ",,,,5.000.00,5.000.00,,5.000.00,100.00%,,
000/33,ΥΠ. ΕΡΓΑΣΙΑΣ. ΚΟΙΝΩΝΙΚΗΣ ΑΣΦΑΛΙΣΗΣ & ΠΡΟ,220,Δαπάνες πρόνοιας,Ξ2847,Επιχορήγηση στο Ε.Κ.Κ.Α. για μισθοδοσία προσωπικού,5.300.00,5.160.50,5.161.00,5.161.00,,,2.580.50,50.00%,,
000/33,ΥΠ. ΕΡΓΑΣΙΑΣ. ΚΟΙΝΩΝΙΚΗΣ ΑΣΦΑΛΙΣΗΣ & ΠΡΟ,220,Δαπάνες πρόνοιας,Ξ5115,Δαπάνες εφαρμογής νέων προγραμμάτων,2.687.25,,2.636.00,499.00,,-2.137.00,449.10,90.00%,,
000/33,ΥΠ. ΕΡΓΑΣΙΑΣ. ΚΟΙΝΩΝΙΚΗΣ ΑΣΦΑΛΙΣΗΣ & ΠΡΟ,220,Δαπάνες πρόνοιας,Ξ5213,Κάθε είδους δαπάνες περίθαλψης ομογενών που παλινν,212.00,,212.00,212.00,,,106.00,50.00%,,
000/33,ΥΠ. ΕΡΓΑΣΙΑΣ. ΚΟΙΝΩΝΙΚΗΣ ΑΣΦΑΛΙΣΗΣ & ΠΡΟ,220,Δαπάνες πρόνοιας,Ξ5216,Δαπάνες διατροφής. συντήρησης και περίθαλψης πολιτ,1.265.00,1.228.70,1.265.00,1.265.00,,,1.265.00,100.00%,,
000/33,ΥΠ. ΕΡΓΑΣΙΑΣ. ΚΟΙΝΩΝΙΚΗΣ ΑΣΦΑΛΙΣΗΣ & ΠΡΟ,220,Δαπάνες πρόνοιας,Ξ6312,Εξόφληση συμβατικών υποχρεώσεων του Δημοσίου προς,60.00,6.01,60.00,60.00,,,60.00,100.00%,,
000/33,ΥΠ. ΕΡΓΑΣΙΑΣ. ΚΟΙΝΩΝΙΚΗΣ ΑΣΦΑΛΙΣΗΣ & ΠΡΟ,220,Δαπάνες πρόνοιας,Ξ9273,Μεταφοράς ΑΜΕΑ και λοιπών κατηγοριών ατόμων με δωρεάν ή μειω,,13.295.14,,,,,,,,
000/33,ΥΠ. ΕΡΓΑΣΙΑΣ. ΚΟΙΝΩΝΙΚΗΣ ΑΣΦΑΛΙΣΗΣ & ΠΡΟ,220,Δαπάνες πρόνοιας,Ξ9511,Πρόσθετες παροχές (περιλαμβάνονται και οι ασφαλιστικές εισφο,,469.55,25.00,125.72,100.72,,125.72,100.00%,,0.00
000/33,ΥΠ. ΕΡΓΑΣΙΑΣ. ΚΟΙΝΩΝΙΚΗΣ ΑΣΦΑΛΙΣΗΣ & ΠΡΟ,220,Δαπάνες πρόνοιας,Ξ9569,Λοιπές αποζημιώσεις και οικονομικές ενισχύσεις,,,,319.36,319.36,,319.36,100.00%,,
000/33,ΥΠ. ΕΡΓΑΣΙΑΣ. ΚΟΙΝΩΝΙΚΗΣ ΑΣΦΑΛΙΣΗΣ & ΠΡΟ,220,Δαπάνες πρόνοιας,Αποτέλεσμα,,677.443.41,861.314.32,879.122.00,643.061.50,18.342.89,-254.403.40,370.064.32,57.55%,76.605.29,76.618.73
000/33,ΥΠ. ΕΡΓΑΣΙΑΣ. ΚΟΙΝΩΝΙΚΗΣ ΑΣΦΑΛΙΣΗΣ & ΠΡΟ,790,Δαπάνες για την ανάληψη της προεδρίας τη,Ξ5311,Κάθε είδους έξοδα μετακίνησης και διαμονής δημοσίω,,,,49.00,145.00,-96.00,49.00,100.00%,19.60,22.01
000/33,ΥΠ. ΕΡΓΑΣΙΑΣ. ΚΟΙΝΩΝΙΚΗΣ ΑΣΦΑΛΙΣΗΣ & ΠΡΟ,790,Δαπάνες για την ανάληψη της προεδρίας τη,Αποτέλεσμα,,,,,49.00,145.00,-96.00,49.00,100.00%,19.60,22.01
000/33,ΥΠ. ΕΡΓΑΣΙΑΣ. ΚΟΙΝΩΝΙΚΗΣ ΑΣΦΑΛΙΣΗΣ & ΠΡΟ,990,Eξόφληση ληξιπρόθεσμων οφειλών του ν.409,Ξ9251,Επιχορήγηση στο Ταμείο Πρόνοιας Δημοσίων Υπαλλήλων(ΤΠΔΥ),,1.098.951.26,,,,,,,,
000/33,ΥΠ. ΕΡΓΑΣΙΑΣ. ΚΟΙΝΩΝΙΚΗΣ ΑΣΦΑΛΙΣΗΣ & ΠΡΟ,990,Eξόφληση ληξιπρόθεσμων οφειλών του ν.409,Ξ9252,Επιχορήγηση στο Μετοχικό Ταμείο Πολιτικών Υπαλλήλων (ΜΤΠΥ),,71.771.56,,,,,,,,
000/33,ΥΠ. ΕΡΓΑΣΙΑΣ. ΚΟΙΝΩΝΙΚΗΣ ΑΣΦΑΛΙΣΗΣ & ΠΡΟ,990,Eξόφληση ληξιπρόθεσμων οφειλών του ν.409,Ξ9254,Επιχορήγηση στον Οργανισμό Απασχόλησης Εργατικού Δυναμικού (,,102.127.34,,44.896.10,44.896.10,,44.896.10,100.00%,44.896.10,
000/33,ΥΠ. ΕΡΓΑΣΙΑΣ. ΚΟΙΝΩΝΙΚΗΣ ΑΣΦΑΛΙΣΗΣ & ΠΡΟ,990,Eξόφληση ληξιπρόθεσμων οφειλών του ν.409,Ξ9256,Επιχορήγηση στο Ταμείο Ασφάλισης Υπαλλήλων Τραπεζών & Επιχει,,137.764.34,,,,,,,,
000/33,ΥΠ. ΕΡΓΑΣΙΑΣ. ΚΟΙΝΩΝΙΚΗΣ ΑΣΦΑΛΙΣΗΣ & ΠΡΟ,990,Eξόφληση ληξιπρόθεσμων οφειλών του ν.409,Ξ9259,Επιχορηγήσεις σε λοιπούς Οργανισμούς Κοινωνικής Ασφάλισης,,70.076.40,,28.236.30,28.236.30,,28.236.30,100.00%,28.236.30,
000/33,ΥΠ. ΕΡΓΑΣΙΑΣ. ΚΟΙΝΩΝΙΚΗΣ ΑΣΦΑΛΙΣΗΣ & ΠΡΟ,990,Eξόφληση ληξιπρόθεσμων οφειλών του ν.409,Ξ9273,Μεταφοράς ΑΜΕΑ και λοιπών κατηγοριών ατόμων με δωρεάν ή μειω,,16.548.30,,,,,,,,
000/33,ΥΠ. ΕΡΓΑΣΙΑΣ. ΚΟΙΝΩΝΙΚΗΣ ΑΣΦΑΛΙΣΗΣ & ΠΡΟ,990,Eξόφληση ληξιπρόθεσμων οφειλών του ν.409,Ξ9711,Έξοδα για μετακίνηση προσωπικού,,,,38.38,38.38,,38.38,100.00%,,
000/33,ΥΠ. ΕΡΓΑΣΙΑΣ. ΚΟΙΝΩΝΙΚΗΣ ΑΣΦΑΛΙΣΗΣ & ΠΡΟ,990,Eξόφληση ληξιπρόθεσμων οφειλών του ν.409,Αποτέλεσμα,,,1.497.239.20,,73.170.78,73.170.78,,73.170.78,100.00%,73.132.40,
000/35,ΥΠ.ΑΝΑΠΤΥΞΗΣ & ΑΝΤΑΓΩΝΙΣΤΙΚΟΤΗΤΑΣ,110,Γενική Γραμματεία Βιομηχανίας,Ξ0211,Βασικός μισθός,3.550.00,3.172.74,3.288.00,3.267.06,,-20.94,3.267.06,100.00%,1.491.93,1.491.93
000/35,ΥΠ.ΑΝΑΠΤΥΞΗΣ & ΑΝΤΑΓΩΝΙΣΤΙΚΟΤΗΤΑΣ,110,Γενική Γραμματεία Βιομηχανίας,Ξ0213,Οικογενειακή παροχή,99.00,87.17,90.00,89.58,,-0.42,89.58,100.00%,44.03,44.03
000/35,ΥΠ.ΑΝΑΠΤΥΞΗΣ & ΑΝΤΑΓΩΝΙΣΤΙΚΟΤΗΤΑΣ,110,Γενική Γραμματεία Βιομηχανίας,Ξ0215,Επίδομα θέσης ευθύνης,277.00,226.13,230.00,228.50,,-1.50,228.50,100.00%,103.51,103.51
000/35,ΥΠ.ΑΝΑΠΤΥΞΗΣ & ΑΝΤΑΓΩΝΙΣΤΙΚΟΤΗΤΑΣ,110,Γενική Γραμματεία Βιομηχανίας,Ξ0221,Μισθολογικές διαφορές βάσει ενιαίου μισθολογίου-βαθμολογίου,329.40,291.31,300.00,295.90,,-4.10,295.90,100.00%,140.16,140.16
000/35,ΥΠ.ΑΝΑΠΤΥΞΗΣ & ΑΝΤΑΓΩΝΙΣΤΙΚΟΤΗΤΑΣ,110,Γενική Γραμματεία Βιομηχανίας,Ξ0229,Λοιπά ειδικά επιδόματα,3.60,1.50,2.00,2.00,,,2.00,100.00%,,
000/35,ΥΠ.ΑΝΑΠΤΥΞΗΣ & ΑΝΤΑΓΩΝΙΣΤΙΚΟΤΗΤΑΣ,110,Γενική Γραμματεία Βιομηχανίας,Ξ0283,Αποζημίωση προσωπικού που απολύεται. συνταξιοδοτείται ή κατα,,8.56,12.00,14.38,2.38,,14.38,100.00%,11.87,11.87
000/35,ΥΠ.ΑΝΑΠΤΥΞΗΣ & ΑΝΤΑΓΩΝΙΣΤΙΚΟΤΗΤΑΣ,110,Γενική Γραμματεία Βιομηχανίας,Ξ0284,Επίδομα υπηρεσίας στην αλλοδαπή,,29.41,146.00,146.00,,,146.00,100.00%,78.54,78.54
000/35,ΥΠ.ΑΝΑΠΤΥΞΗΣ & ΑΝΤΑΓΩΝΙΣΤΙΚΟΤΗΤΑΣ,110,Γενική Γραμματεία Βιομηχανίας,Ξ0291,Εισφορές στο ΙΚΑ,151.00,124.21,130.00,130.00,,,130.00,100.00%,55.83,55.83
000/35,ΥΠ.ΑΝΑΠΤΥΞΗΣ & ΑΝΤΑΓΩΝΙΣΤΙΚΟΤΗΤΑΣ,110,Γενική Γραμματεία Βιομηχανίας,Ξ0292,Εισφορές σε λοιπούς ασφαλιστικούς οργανισμούς,295.00,293.33,300.00,294.93,,-5.07,294.93,100.00%,152.95,152.95
000/35,ΥΠ.ΑΝΑΠΤΥΞΗΣ & ΑΝΤΑΓΩΝΙΣΤΙΚΟΤΗΤΑΣ,110,Γενική Γραμματεία Βιομηχανίας,Ξ0293,Εργοδοτική Εισφορά υπέρ ΕΟΠΥΥ (παρ.1β. αρθρ.19. ν.3918/2011),130.00,118.07,130.00,130.00,,,130.00,100.00%,54.55,54.55
000/35,ΥΠ.ΑΝΑΠΤΥΞΗΣ & ΑΝΤΑΓΩΝΙΣΤΙΚΟΤΗΤΑΣ,110,Γενική Γραμματεία Βιομηχανίας,Ξ0511,Αποζημίωση για υπερωριακή εργασία,23.00,3.70,12.00,10.97,,-1.03,5.49,50.00%,,
000/35,ΥΠ.ΑΝΑΠΤΥΞΗΣ & ΑΝΤΑΓΩΝΙΣΤΙΚΟΤΗΤΑΣ,110,Γενική Γραμματεία Βιομηχανίας,Ξ0512,Αμοιβή για εργασία κατά τις εξαιρέ,12.50,2.96,10.00,10.00,,,5.00,50.00%,,
000/35,ΥΠ.ΑΝΑΠΤΥΞΗΣ & ΑΝΤΑΓΩΝΙΣΤΙΚΟΤΗΤΑΣ,110,Γενική Γραμματεία Βιομηχανίας,Ξ0515,Αποζημίωση μελών συλλογικών οργάνων,2.00,,1.00,1.00,,,0.50,50.00%,,
000/35,ΥΠ.ΑΝΑΠΤΥΞΗΣ & ΑΝΤΑΓΩΝΙΣΤΙΚΟΤΗΤΑΣ,110,Γενική Γραμματεία Βιομηχανίας,Ξ0711,Εξοδα μετακίνησης στο εσωτερ,12.65,2.07,6.00,6.00,,,3.00,50.00%,0.05,0.05
000/35,ΥΠ.ΑΝΑΠΤΥΞΗΣ & ΑΝΤΑΓΩΝΙΣΤΙΚΟΤΗΤΑΣ,110,Γενική Γραμματεία Βιομηχανίας,Ξ0713,Εξοδα μετακίνησης από το εσωτερικό στο εξωτερικό  και αντίστ,13.00,1.94,17.00,17.00,,,8.50,50.00%,4.91,5.56
000/35,ΥΠ.ΑΝΑΠΤΥΞΗΣ & ΑΝΤΑΓΩΝΙΣΤΙΚΟΤΗΤΑΣ,110,Γενική Γραμματεία Βιομηχανίας,Ξ0715,Εξοδα μετακίνηση,,,,1.60,1.60,,1.60,100.00%,,
000/35,ΥΠ.ΑΝΑΠΤΥΞΗΣ & ΑΝΤΑΓΩΝΙΣΤΙΚΟΤΗΤΑΣ,110,Γενική Γραμματεία Βιομηχανίας,Ξ0716,Εξοδα μετακίνησης λοιπών προσώπων στο εσωτερικό   (περιλαμβά,5.00,0.88,4.00,4.00,,,2.00,50.00%,0.52,0.52
000/35,ΥΠ.ΑΝΑΠΤΥΞΗΣ & ΑΝΤΑΓΩΝΙΣΤΙΚΟΤΗΤΑΣ,110,Γενική Γραμματεία Βιομηχανίας,Ξ0717,Εξοδα μετακίνησης λοιπών προσώπων απο το εσωτερικόστο εξωτερ,7.00,1.53,12.00,7.70,,-4.30,3.85,50.00%,0.55,0.55
000/35,ΥΠ.ΑΝΑΠΤΥΞΗΣ & ΑΝΤΑΓΩΝΙΣΤΙΚΟΤΗΤΑΣ,110,Γενική Γραμματεία Βιομηχανίας,Ξ0813,Μισθώματα κτιρίων,340.00,,,,,,,,,
000/35,ΥΠ.ΑΝΑΠΤΥΞΗΣ & ΑΝΤΑΓΩΝΙΣΤΙΚΟΤΗΤΑΣ,110,Γενική Γραμματεία Βιομηχανίας,Ξ0823,Ταχυδρομικά,2.00,,0.00,,,,,,,
000/35,ΥΠ.ΑΝΑΠΤΥΞΗΣ & ΑΝΤΑΓΩΝΙΣΤΙΚΟΤΗΤΑΣ,110,Γενική Γραμματεία Βιομηχανίας,Ξ0824,Υποχρεώσεις από παροχή τηλεπικοινωνιακών υπηρεσιών(τέλη. μισ,40.00,56.78,25.00,25.00,,,25.00,100.00%,0.46,0.59
000/35,ΥΠ.ΑΝΑΠΤΥΞΗΣ & ΑΝΤΑΓΩΝΙΣΤΙΚΟΤΗΤΑΣ,110,Γενική Γραμματεία Βιομηχανίας,Ξ0826,Δαπάνες κινητής τηλεφωνίας,3.00,0.62,,,,,,,,
000/35,ΥΠ.ΑΝΑΠΤΥΞΗΣ & ΑΝΤΑΓΩΝΙΣΤΙΚΟΤΗΤΑΣ,110,Γενική Γραμματεία Βιομηχανίας,Ξ0829,Λοιπές μεταφορές,75.00,38.98,0.00,0.46,0.46,,0.46,100.00%,,
000/35,ΥΠ.ΑΝΑΠΤΥΞΗΣ & ΑΝΤΑΓΩΝΙΣΤΙΚΟΤΗΤΑΣ,110,Γενική Γραμματεία Βιομηχανίας,Ξ0831,Υδρευση και άρδευση,,,6.00,0.00,,-6.00,0.00,0.00,,
000/35,ΥΠ.ΑΝΑΠΤΥΞΗΣ & ΑΝΤΑΓΩΝΙΣΤΙΚΟΤΗΤΑΣ,110,Γενική Γραμματεία Βιομηχανίας,Ξ0832,Ηλεκτρική ενέργεια,,,50.00,0.00,,-50.00,0.00,0.00,,
000/35,ΥΠ.ΑΝΑΠΤΥΞΗΣ & ΑΝΤΑΓΩΝΙΣΤΙΚΟΤΗΤΑΣ,110,Γενική Γραμματεία Βιομηχανίας,Ξ0833,Χρήση φυσικού αερίου,,,25.00,0.00,,-25.00,0.00,0.00,,
000/35,ΥΠ.ΑΝΑΠΤΥΞΗΣ & ΑΝΤΑΓΩΝΙΣΤΙΚΟΤΗΤΑΣ,110,Γενική Γραμματεία Βιομηχανίας,Ξ0841,Διαφημίσεις και δημοσιεύσεις γενικά,0.40,0.25,0.50,0.50,,,0.25,50.00%,,
000/35,ΥΠ.ΑΝΑΠΤΥΞΗΣ & ΑΝΤΑΓΩΝΙΣΤΙΚΟΤΗΤΑΣ,110,Γενική Γραμματεία Βιομηχανίας,Ξ0843,Εκδόσεις – εκτυπώσεις – β,0.60,,0.50,0.50,,,0.25,50.00%,,
000/35,ΥΠ.ΑΝΑΠΤΥΞΗΣ & ΑΝΤΑΓΩΝΙΣΤΙΚΟΤΗΤΑΣ,110,Γενική Γραμματεία Βιομηχανίας,Ξ0844,Εκθέσεις. οργάνωση συνεδρίων και πολιτιστικώ,5.00,,0.00,,,,,,,
000/35,ΥΠ.ΑΝΑΠΤΥΞΗΣ & ΑΝΤΑΓΩΝΙΣΤΙΚΟΤΗΤΑΣ,110,Γενική Γραμματεία Βιομηχανίας,Ξ0845,Κάθε είδους δαπάνες δημοσίων σχέσεων,3.00,0.81,1.00,1.00,,,0.50,50.00%,,
000/35,ΥΠ.ΑΝΑΠΤΥΞΗΣ & ΑΝΤΑΓΩΝΙΣΤΙΚΟΤΗΤΑΣ,110,Γενική Γραμματεία Βιομηχανίας,Ξ0851,Αμοιβές για συντήρηση και επισκευή κτιρίων γενικά.εγκαταστάσ,150.00,,0.00,,,,,,,
000/35,ΥΠ.ΑΝΑΠΤΥΞΗΣ & ΑΝΤΑΓΩΝΙΣΤΙΚΟΤΗΤΑΣ,110,Γενική Γραμματεία Βιομηχανίας,Ξ0861,Αμοιβές για συντήρηση και επισκευή,2.00,0.21,3.00,2.50,,-0.50,1.25,50.00%,,
000/35,ΥΠ.ΑΝΑΠΤΥΞΗΣ & ΑΝΤΑΓΩΝΙΣΤΙΚΟΤΗΤΑΣ,110,Γενική Γραμματεία Βιομηχανίας,Ξ0869,Αμοιβές για συντήρηση και επισκευή λοιπού εξοπλι,50.00,18.13,60.00,56.47,,-3.53,28.23,50.00%,1.23,1.23
000/35,ΥΠ.ΑΝΑΠΤΥΞΗΣ & ΑΝΤΑΓΩΝΙΣΤΙΚΟΤΗΤΑΣ,110,Γενική Γραμματεία Βιομηχανίας,Ξ0871,Αμοιβές φυσικών προσώπων,20.00,,2.00,1.50,,-0.50,0.75,50.00%,,
000/35,ΥΠ.ΑΝΑΠΤΥΞΗΣ & ΑΝΤΑΓΩΝΙΣΤΙΚΟΤΗΤΑΣ,110,Γενική Γραμματεία Βιομηχανίας,Ξ0873,Αμοιβές νομικών προσώπων,200.00,36.88,71.00,69.89,,-1.11,34.95,50.00%,2.71,3.20
000/35,ΥΠ.ΑΝΑΠΤΥΞΗΣ & ΑΝΤΑΓΩΝΙΣΤΙΚΟΤΗΤΑΣ,110,Γενική Γραμματεία Βιομηχανίας,Ξ0875,Αμοιβές για δαπάνες καθαριότητας (συμπεριλαμβάνο  νται φυσικ,4.00,5.90,40.00,40.00,,,20.00,50.00%,,
000/35,ΥΠ.ΑΝΑΠΤΥΞΗΣ & ΑΝΤΑΓΩΝΙΣΤΙΚΟΤΗΤΑΣ,110,Γενική Γραμματεία Βιομηχανίας,Ξ0892,Πάσης φύσεως δαπάνες σε εκτέλεση δικαστικών αποφά σεων ή συμ,,,600.00,678.00,150.00,-72.00,678.00,100.00%,,
000/35,ΥΠ.ΑΝΑΠΤΥΞΗΣ & ΑΝΤΑΓΩΝΙΣΤΙΚΟΤΗΤΑΣ,110,Γενική Γραμματεία Βιομηχανίας,Ξ0899,Λοιπές δαπάνες και ειδικές αμοιβές,2.00,,1.00,1.00,,,0.50,50.00%,0.35,0.35
000/35,ΥΠ.ΑΝΑΠΤΥΞΗΣ & ΑΝΤΑΓΩΝΙΣΤΙΚΟΤΗΤΑΣ,110,Γενική Γραμματεία Βιομηχανίας,Ξ1111,Προμήθεια χαρτιού. γραφικών ειδών και λοι,10.00,10.58,15.00,15.00,,,13.50,90.00%,,
000/35,ΥΠ.ΑΝΑΠΤΥΞΗΣ & ΑΝΤΑΓΩΝΙΣΤΙΚΟΤΗΤΑΣ,110,Γενική Γραμματεία Βιομηχανίας,Ξ1121,Προμήθεια βιβλίων. συγγραμμάτων. περιοδικών. εφημερίδων και,2.00,0.13,1.00,1.00,,,0.90,90.00%,,
000/35,ΥΠ.ΑΝΑΠΤΥΞΗΣ & ΑΝΤΑΓΩΝΙΣΤΙΚΟΤΗΤΑΣ,110,Γενική Γραμματεία Βιομηχανίας,Ξ1231,Προμήθεια ειδών καθαριότητας,3.00,,7.00,7.00,,,6.30,90.00%,,
000/35,ΥΠ.ΑΝΑΠΤΥΞΗΣ & ΑΝΤΑΓΩΝΙΣΤΙΚΟΤΗΤΑΣ,110,Γενική Γραμματεία Βιομηχανίας,Ξ1311,Προμήθεια ειδών συντήρησης και επισκευής  εγκ,,,1.00,1.00,,,0.90,90.00%,,
000/35,ΥΠ.ΑΝΑΠΤΥΞΗΣ & ΑΝΤΑΓΩΝΙΣΤΙΚΟΤΗΤΑΣ,110,Γενική Γραμματεία Βιομηχανίας,Ξ1321,Προμήθεια ειδών συντήρησης και επισκευής μεταφορι κών μέσων,1.00,0.43,2.00,2.00,,,1.80,90.00%,,
000/35,ΥΠ.ΑΝΑΠΤΥΞΗΣ & ΑΝΤΑΓΩΝΙΣΤΙΚΟΤΗΤΑΣ,110,Γενική Γραμματεία Βιομηχανίας,Ξ1329,Προμήθεια ειδών συντήρησης και επισκευής κάθε είδ ους λοιπού,1.00,,1.00,1.00,,,0.90,90.00%,,
000/35,ΥΠ.ΑΝΑΠΤΥΞΗΣ & ΑΝΤΑΓΩΝΙΣΤΙΚΟΤΗΤΑΣ,110,Γενική Γραμματεία Βιομηχανίας,Ξ1511,Προμήθεια καυσίμων και λιπαντικών,2.00,2.60,3.00,3.00,,,2.70,90.00%,2.70,2.70
000/35,ΥΠ.ΑΝΑΠΤΥΞΗΣ & ΑΝΤΑΓΩΝΙΣΤΙΚΟΤΗΤΑΣ,110,Γενική Γραμματεία Βιομηχανίας,Ξ1512,Προμήθεια καυσίμων θέρμανσης και δαπάνες κοινοχ,35.00,78.49,0.00,,,,,,,
000/35,ΥΠ.ΑΝΑΠΤΥΞΗΣ & ΑΝΤΑΓΩΝΙΣΤΙΚΟΤΗΤΑΣ,110,Γενική Γραμματεία Βιομηχανίας,Ξ1699,Λοιπές προμήθειες,5.00,,0.00,,,,,,,
000/35,ΥΠ.ΑΝΑΠΤΥΞΗΣ & ΑΝΤΑΓΩΝΙΣΤΙΚΟΤΗΤΑΣ,110,Γενική Γραμματεία Βιομηχανίας,Ξ1713,Προμήθεια γραφομηχανών. μηχανημάτων φωτοαντιγραφήςκ.λπ. μηχα,10.00,,2.00,2.00,,,1.80,90.00%,,
000/35,ΥΠ.ΑΝΑΠΤΥΞΗΣ & ΑΝΤΑΓΩΝΙΣΤΙΚΟΤΗΤΑΣ,110,Γενική Γραμματεία Βιομηχανίας,Ξ1723,Προμήθεια ηλεκτρονικών υπολογιστ,60.00,32.86,30.00,7.57,,-22.43,6.81,90.00%,,
000/35,ΥΠ.ΑΝΑΠΤΥΞΗΣ & ΑΝΤΑΓΩΝΙΣΤΙΚΟΤΗΤΑΣ,110,Γενική Γραμματεία Βιομηχανίας,Ξ1725,Προμήθεια κάθε είδους τηλεπικοινωνιακού. μετεωρολογικού και,3.00,,0.00,,,,,,,
000/35,ΥΠ.ΑΝΑΠΤΥΞΗΣ & ΑΝΤΑΓΩΝΙΣΤΙΚΟΤΗΤΑΣ,110,Γενική Γραμματεία Βιομηχανίας,Ξ1729,Προμήθεια κάθε είδους μηχανικού και λοιπού εξοπ,3.00,,0.00,,,,,,,
000/35,ΥΠ.ΑΝΑΠΤΥΞΗΣ & ΑΝΤΑΓΩΝΙΣΤΙΚΟΤΗΤΑΣ,110,Γενική Γραμματεία Βιομηχανίας,Ξ2262,Επιχορήγηση στον ΕΛ.Ο.Τ.,1.318.00,1.186.20,,,,,,,,
